WordLengthFeature,CharacterFrequencyFeature,FunctionWordFeature,CapitalLetterFeature,UpperCaseFeature,WordFrequencyFeature,PosTagFeature,EmoticonFeature,PostLengthFeature,PrefixSuffixFeature,BlankLineAndParagraphFeature,SentenceLengthFeature,dasBlondinchen_precision,kaithrun_precision,livsglaedjen_precision,saschalobo_precision,schminktante_precision,spreemieze_precision,precision-avg
0,0,0,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,0,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,0,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,0,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,1,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,1,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,1,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,1,0,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,0,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,0,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,0,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,0,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,1,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,1,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,1,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,1,1,0,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,0,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,0,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,0,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,0,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,1,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,1,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,1,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,1,0,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,0,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,0,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,0,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,0,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,1,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,0,1,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,1,1,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
1,1,1,1,1,1,0,1,1,1,1,1,0.3448275862068966,0.2916666666666667,0.27586206896551724,0.6153846153846154,0.5454545454545454,0.25,0.38719924711304027
0,0,0,0,0,0,1,1,1,1,1,1,0.34414225941422594,0.2904040404040404,0.27615062761506276,0.6153846153846154,0.5454545454545454,0.25,0.3869226813787483
1,0,0,0,0,0,1,1,1,1,1,1,0.3434959349593496,0.28921568627450983,0.2764227642276423,0.6153846153846154,0.5454545454545454,0.25,0.3866622577167771
0,1,0,0,0,0,1,1,1,1,1,1,0.34288537549407117,0.28809523809523807,0.2766798418972332,0.6153846153846154,0.5454545454545454,0.25,0.3864166027209506
1,1,0,0,0,0,1,1,1,1,1,1,0.3423076923076923,0.28703703703703703,0.27692307692307694,0.6153846153846154,0.5454545454545454,0.25,0.3861844945178279
0,0,1,0,0,0,1,1,1,1,1,1,0.34176029962546817,0.28603603603603606,0.27715355805243447,0.6153846153846154,0.5454545454545454,0.25,0.3859648424255166
1,0,1,0,0,0,1,1,1,1,1,1,0.34124087591240876,0.2850877192982456,0.2773722627737226,0.6153846153846154,0.5454545454545454,0.25,0.385756669803923
0,1,1,0,0,0,1,1,1,1,1,1,0.3407473309608541,0.2841880341880342,0.2775800711743772,0.6153846153846154,0.5454545454545454,0.25,0.38555909952707107
1,1,1,0,0,0,1,1,1,1,1,1,0.3402777777777778,0.2833333333333333,0.2777777777777778,0.6153846153846154,0.5454545454545454,0.25,0.3853713416213416
0,0,0,1,0,0,1,1,1,1,1,1,0.3398305084745763,0.28252032520325204,0.27796610169491526,0.6153846153846154,0.5454545454545454,0.25,0.3851926827019841
1,0,0,1,0,0,1,1,1,1,1,1,0.3394039735099338,0.28174603174603174,0.2781456953642384,0.6153846153846154,0.5454545454545454,0.25,0.38502247690989416
0,1,0,1,0,0,1,1,1,1,1,1,0.3389967637540453,0.2810077519379845,0.2783171521035599,0.6153846153846154,0.5454545454545454,0.25,0.3848601381057917
1,1,0,1,0,0,1,1,1,1,1,1,0.33860759493670883,0.2803030303030303,0.27848101265822783,0.6153846153846154,0.5454545454545454,0.25,0.38470513312285465
0,0,1,1,0,0,1,1,1,1,1,1,0.3382352941176471,0.2796296296296296,0.2786377708978328,0.6153846153846154,0.5454545454545454,0.25,0.38455697591404503
1,0,1,1,0,0,1,1,1,1,1,1,0.3378787878787879,0.27898550724637683,0.2787878787878788,0.6153846153846154,0.5454545454545454,0.25,0.38441522245870074
0,1,1,1,0,0,1,1,1,1,1,1,0.3375370919881306,0.2783687943262411,0.2789317507418398,0.6153846153846154,0.5454545454545454,0.25,0.3842794663158953
1,1,1,1,0,0,1,1,1,1,1,1,0.3372093023255814,0.2777777777777778,0.27906976744186046,0.6153846153846154,0.5454545454545454,0.25,0.3841493347307301
0,0,0,0,1,0,1,1,1,1,1,1,0.3368945868945869,0.27721088435374147,0.2792022792022792,0.6153846153846154,0.5454545454545454,0.25,0.3840244852149614
1,0,0,0,1,0,1,1,1,1,1,1,0.3365921787709497,0.27666666666666667,0.27932960893854747,0.6153846153846154,0.5454545454545454,0.25,0.3839046025358875
0,1,0,0,1,0,1,1,1,1,1,1,0.3363013698630137,0.2761437908496732,0.27945205479452057,0.6153846153846154,0.5454545454545454,0.25,0.38378939605772805
1,1,0,0,1,0,1,1,1,1,1,1,0.33602150537634407,0.27564102564102566,0.27956989247311825,0.6153846153846154,0.5454545454545454,0.25,0.3836785973882748
0,0,1,0,1,0,1,1,1,1,1,1,0.33575197889182057,0.2751572327044025,0.2796833773087071,0.6153846153846154,0.5454545454545454,0.25,0.3835719582906818
1,0,1,0,1,0,1,1,1,1,1,1,0.33549222797927464,0.27469135802469136,0.27979274611398963,0.6153846153846154,0.5454545454545454,0.25,0.3834692488261861
0,1,1,0,1,0,1,1,1,1,1,1,0.33524173027989823,0.27424242424242423,0.27989821882951654,0.6153846153846154,0.5454545454545454,0.25,0.3833702556984999
1,1,1,0,1,0,1,1,1,1,1,1,0.335,0.27380952380952384,0.28,0.6153846153846154,0.5454545454545454,0.25,0.3832747807747808
0,0,0,1,1,0,1,1,1,1,1,1,0.3347665847665848,0.2733918128654971,0.2800982800982801,0.6153846153846154,0.5454545454545454,0.25,0.3831826397615871
1,0,0,1,1,0,1,1,1,1,1,1,0.33454106280193235,0.27298850574712646,0.28019323671497587,0.6153846153846154,0.5454545454545454,0.25,0.38309366101719927
0,1,0,1,1,0,1,1,1,1,1,1,0.3343230403800475,0.2725988700564972,0.28028503562945367,0.6153846153846154,0.5454545454545454,0.25,0.3830076844841932
1,1,0,1,1,0,1,1,1,1,1,1,0.3341121495327103,0.2722222222222222,0.2803738317757009,0.6153846153846154,0.5454545454545454,0.25,0.3829245607282991
0,0,1,1,1,0,1,1,1,1,1,1,0.3339080459770115,0.2718579234972678,0.28045977011494255,0.6153846153846154,0.5454545454545454,0.25,0.3828441500713971
1,0,1,1,1,0,1,1,1,1,1,1,0.333710407239819,0.271505376344086,0.28054298642533937,0.6153846153846154,0.5454545454545454,0.25,0.3827663218080675
